University,Location,Mission,Tuition,TuitionIS,UndergradEnroll,Choice
The Art Institute of Virginia Beach,"Virginia Beach, VA","Our Mission  The Art Institute is a private multi-campus college of creative professional studies. We prepare students for careers in design, media arts, culinary arts, and management in creative fields by providing an educational environment, consistent with evolving technologies and the global marketplace. Our success is measured by our ability to:  •	provide a comprehensive curriculum that integrates conceptual, analytical, and technical skills; •	offer education by qualified professionals; and  •	assist and prepare students for career entry, placement, and growth in their respective fields.",34569,17496,71,0
The Art Institute of Washington,"Arlington, VA","Our Mission  The Art Institute is a private multi-campus college of creative professional studies. We prepare students for careers in design, media arts, culinary arts, and management in creative fields by providing an educational environment, consistent with evolving technologies and the global marketplace. Our success is measured by our ability to:  •	provide a comprehensive curriculum that integrates conceptual, analytical, and technical skills; •	offer education by qualified professionals; and  •	assist and prepare students for career entry, placement, and growth in their respective fields.",37623,17496,77,0
The Evergreen State College,"Olympia, WA","As an innovative public liberal arts college, Evergreen emphasizes collaborative, interdisciplinary learning across significant differences. Our academic community engages students in defining and thinking critically about their learning. Evergreen supports and benefits from local and global commitment to social justice, diversity, environmental stewardship and service in the public interest.",20839,6534,565,0
The Illinois Institute of Art-Schaumburg,"Schaumburg, IL","Mission The Illinois Institute of Art, an institution of higher education, inspires the passion, creativity and innovation essential for students pursuing the skills and knowledge for a career in the creative and applied arts.",35110,17389,65,0
The King's College,"New York, NY","Through its commitment to the truths of Christianity and a biblical worldview, The King's College seeks to transform society by preparing students for careers in which they help to shape and eventually to lead strategic public and private institutions, and by supporting faculty members as they directly engage culture through writing and speaking publicly on critical issues.",55524,33870,154,0
The Restaurant School at Walnut Hill College,"Philadelphia, PA","The Restaurant School at Walnut Hill College is dedicated to providing a distinctive educational  experience that inspires students towards  Professionalism, Civic Responsibility,  and Lifelong Learning for success  in their chosen field.",38560,19650,363,0
The Southern Baptist Theological Seminary,"Louisville, KY","Under the lordship of Jesus Christ, the mission of The Southern Baptist Theological Seminary is to be totally committed to the Bible as the Word of God, to the Great Commission as our mandate, and to be a servant of the churches of the Southern Baptist Convention by training, educating, and preparing ministers of the gospel for more faithful service.",27516,17376,144,0
The University of Texas at Austin,"Austin, TX","The mission of The University of Texas at Austin is to achieve excellence in the interrelated areas of undergraduate education, graduate education, research and public service. The university provides superior and comprehensive educational opportunities at the baccalaureate through doctoral and special professional educational levels.  The university contributes to the advancement of society through research, creative activity, scholarly inquiry and the development of new knowledge. The university preserves and promotes the arts, benefits the state's economy, serves the citizens through public programs and provides other public service.",25134,10092,8232,1
The University of Texas Rio Grande Valley,"Edinburg, TX","To transform the Rio Grande Valley, the Americas, and the world through an innovative and accessible educational environment that promotes student success, research, creative works, health and well-being, community engagement, and sustainable development.",19750,5970,3861,0
Thiel College,"Greenville, PA","Thiel College, an academic institution in the Lutheran tradition, empowers individuals to reach their full potential by assuring educational excellence, stimulating global awareness, promoting ethical and responsible leadership and preparing students for careers so that lives inspired by truth and freedom may be committed to service in the world.",45540,27910,277,0
Thomas More College,"Crestview Hills, KY","Thomas More College is the Catholic Liberal Arts College of the Diocese of Covington, Kentucky. Inspired by the Catholic Intellectual Tradition, we challenge students of all faiths to examine the ultimate meaning of life, their place in the world, and their responsibility to others",39472,28050,414,0
Torah Temimah Talmudical Seminary,"Brooklyn, NY","Torah Temimah Talmudical Seminary seeks to train students in the skills required for understanding, studying and mastering the Talmud and the considerable body of traditional Jewish thought. At the same time we are committed to the understanding that knowledge is a means to a larger end. We seek therefore to help students build a world outlook drawn from the ethical and moral concepts of Judaism. If scholarship is to have a significant value it must orient its students to a way of life that, by its own definition, is good and moral.",18250,10750,16,0
Trevecca Nazarene University,"Nashville, TN",Trevecca Nazarene University is a Christian community providing education for leadership and service.,38248,23724,398,0
Trinity Valley Community College,"Athens, TX","Trinity Valley Community College is a learning-centered college that provides quality academic, workforce, college preparatory, student support, and community service programs that prepare and empower students for success and promote and enhance life-long learning for all communities served.",16311,1080,1096,1
Truett McConnell University,"Cleveland, GA",The mission of Truett McConnell University is to equip students to fulfill the Great Commission by fostering a Christian worldview through a biblically-centered education.,30830,17850,217,0
United Talmudical Seminary,"Brooklyn, NY","The mission of the institution is to provide higher education founded on classical Jewish learning. Its curriculum emphasizes the study of Talmud and Halacha in order to  prepare students for a richer, more meaningful, more intelligent   and fulfilling life. It provides the specialized education that provides the intellectual capital for students who wish to become rabbinic authorities, dayanim, Talmud educators, and communal functionaries. Its goal is to carry   forward the chain of Talmudic knowledge and, by enhancing it, to  provide the basis for a reflective life in contemporary society.",21313,13680,435,0
Universidad Adventista de las Antillas,"Mayaguez, PR","ANTILLEAN ADVENTIST UNIVERSITY'S MISSION IS TO PROVIDE HIGHER EDUCATION TO A DIVERSE COMMUNITY WHO WISHES TO STUDY ACCORDING TO THE PHILOSOPHY OF THE SEVENTH-DAY ADVENTIST CHRISTIAN EDUCATION, WHICH PROMOTES THE INTEGRAL DEVELOPMENT OF THE HUMAN BEING AND AN INDIVIDUAL COMMITMENT TO CHRIST.  THE INSTITUTION STRIVES TO PREPARE COMPETENT PROFESSIONALS WHO CAN UNSELFISHLY SERVE SOCIETY AND THE SEVENTH-DAY ADVENTIST CHURCH.  THE MISSION IS CARRIED OUT IN A CHRISTIAN ENVIRONMENT THROUGH THE TEACHING AND THE LEARNING PROCESS, THE CURRICULUM, THE EDUCATIONAL RESEARCH, AND THE ADMINISTRATION, FACULTY, AND STAFF.",16250,5750,147,0
Universidad Pentecostal Mizpa,"Rio Piedras, PR","The mission of the School Pentecostal Mizpa is to offer excellence  programs in the certificate levels, associated degrees, Bachelor degrees or continuous education; directed to provide to the students with  knowledge and attitudes required to assume leadership positions and responsibility inside the evangelism, pastoral work or missionary service.",12016,3720,25,0
University of Advancing Technology,"Tempe, AZ",UAT's Mission is to educate students in advancing technology who innovate for our future. Our vision is to advance global society by developing premier thinkers for a lifetime of innovation.,31120,19937,104,0
University of Alabama at Birmingham,"Birmingham, AL","UAB's mission is to be a research university and academic health center that discovers, teaches and applies knowledge for the intellectual, cultural, social and economic benefit of Birmingham, the state and beyond.",25808,8040,1974,1
University of Bridgeport,"Bridgeport, CT","The University of Bridgeport offers career-oriented undergraduate, graduate and professional degrees and programs for people seeking personal and professional growth. The University promotes academic excellence, personal responsibility, and commitment to service. Distinctive curricula in an international, culturally diverse supportive learning environment prepare graduates for life and leadership in an increasingly interconnected world. The University is independent and non-sectarian.  -Adopted by the Board of Trustees on April 23, 2004",53618,29550,446,0
University of California-Santa Cruz,"Santa Cruz, CA","The UCSC vision is to promote academic excellence within a diverse community of scholars and learners.  UCSC will lead in the development of new disciplines, advances in established disciplines and in new lines of collaboration between disciplines by its receptivity to creativity and innovation based in rigorous scholarly activity.  We will celebrate the diversity of our students, faculty and staff and value their differing perspectives and contributions.",35408,11220,3998,1
University of Central Florida,"Orlando, FL","The University of Central Florida is a public multi-campus, metropolitan research university that stands for opportunity. The university anchors the Central Florida city-state in meeting its economic, cultural, intellectual, environmental, and societal needs by providing high-quality, broad-based education and experienced-based learning; pioneering scholarship and impactful research; enriched student development and leadership growth; and highly relevant continuing education and public service initiatives that address pressing local, state, national, and international issues in support of the global community.",22254,4478,6142,1
University of Chicago,"Chicago, IL","The University has a mission statement, formally adopted by the governing board and made public, declaring that it is an institution of higher education.    Since its founding, the mission of the University of Chicago, reiterated by each president, has been to sustain at the highest level of excellence the communication of knowledge, the creation of knowledge, and the fostering of a dynamic community of scholars and students.  The University's first formal statement of mission appears in its Articles of Incorporation, initially adopted in 1890 and most recently amended in 1944.",72717,50997,1352,0
University of Colorado Colorado Springs,"Colorado Springs, CO","The Colorado Springs campus of the University of Colorado shall be a comprehensive baccalaureate and specialized graduate research university with selective admission standards. The Colorado Springs campus shall offer liberal arts and sciences, business, engineering, health sciences, and teacher preparation undergraduate degree programs, and a selected number of master's and doctoral degree programs.",24342,6624,2077,1
University of Illinois at Chicago,"Chicago, IL","UIC’s mission is:  To create knowledge that transforms our views of the world and, through sharing and application, transforms the world.  To provide a wide range of students with the educational opportunity only a leading research university can offer.  To address the challenges and opportunities facing not only Chicago but all Great Cities of the 21st century, as expressed by our Great Cities Commitment.  To foster scholarship and practices that reflect and respond to the increasing diversity of the U.S. in a rapidly globalizing world.  To train professionals in a wide range of public service disciplines, serving Illinois as the principal educator of health science professionals and as a major health care provider to underserved communities.",30034,11696,3200,0
University of Indianapolis,"Indianapolis, IN","The University's mission is to prepare its graduates for effective, responsible, and articulate membership in the complex societies in which they live and serve, and for excellence and leadership in their personal and professional lives. The University equips its students to become more capable in thought, judgment, communication, and action; to enhance their imaginations and creative talents; to gain a deeper understanding of the teachings of the Christian faith and an appreciation and respect for other religions; to cultivate rationality and tolerance for ambiguity; and to use their intellect in the process of discovery and synthesis of knowledge.",41528,26920,985,0
University of Iowa,"Iowa City, IA","In pursuing its mission of teaching, research, and service, the University seeks to advance scholarly and creative endeavor through leading-edge research and artistic production; to use this research and creativity to enhance undergraduate, graduate, and professional education, health care, and other services provided to the people of Iowa, the nation, and the world; and to educate students for success and personal fulfillment in a diverse world.",21875,7128,5210,0
University of Jamestown,"Jamestown, ND","We are a community dedicated to the development of wholeness in our students through adherence to a curriculum of academic excellence which balances the ideals of the liberal arts tradition and sound professional preparation, within a Christian atmosphere of self-discipline, responsibility, and concern for continuing growth of the individual.",32000,19930,227,0
University of Louisiana at Monroe,"Monroe, LA","The University of Louisiana at Monroe seeks students who find value in our programs and prepares them to compete, succeed, and contribute in an ever-changing global society through a transformative education.",20526,5788,1313,1
University of Maine at Farmington,"Farmington, ME","As a premier teacher education and public liberal arts college for the state of Maine, the University of Maine at Farmington prepares students for engaged citizenship, enriching professional careers, and an enduring love of learning.",21299,8352,433,0
University of Maryland Eastern Shore,"Princess Anne, MD","The University of Maryland Eastern Shore (UMES), the State's Historically Black 1890 Land Grant institution, has its purpose and uniqueness grounded in distinctive learning, discovery, and engagement opportunities in the  arts and sciences, education, technology, engineering,  agriculture, business, and health professions. UMES is a student-centered, doctoral research degree-granting university known for its nationally accredited undergraduate and graduate programs, applied research, and highly valued graduates. UMES provides individuals, including first generation college students, access to a holistic learning environment that fosters multicultural diversity, academic success, and intellectual and social growth. UMES prepares graduates to address challenges in a global knowledge-based economy, while maintaining its commitment to meeting the workforce and economic development needs of the Eastern Shore, the State, the Nation, and the World.",22192,5105,699,0
University of Maryland-Baltimore County,"Baltimore, MD","UMBC is a dynamic public research university integrating teaching, research and service to benefit the citizens of Maryland. As an Honors University, the campus offers academically talented students a strong undergraduate liberal arts foundation that prepares them for graduate and professional study, entry into the workforce, and community service and leadership. UMBC emphasizes science, engineering, information technology, human services and public policy at the graduate level. UMBC contributes to the economic development of the State and the region through entrepreneurial initiatives, workforce training, K-16 partnerships, and technology commercialization in collaboration with public agencies and the corporate community. UMBC is dedicated to cultural and ethnic diversity, social responsibility and lifelong learning.",26894,8204,1478,0
University of Massachusetts-Amherst,"Amherst, MA","The University's mission is to provide an affordable and accessible education of high quality and to conduct programs of research and public service that advance knowledge and improve the lives of the people of the Commonwealth, the nation, and the world.",29268,14590,4280,1
University of Mobile,"Mobile, AL",University of Mobile is a Christ-centered academic community providing liberal arts and professional programs to renew minds through intellectual and spiritual development for the fulfilling of one's professional calling.,37348,20200,219,0
University of New Haven,"West Haven, CT","The University of New Haven is a student-centered comprehensive university with an emphasis on excellence in liberal arts and professional education. Our mission is to prepare our students to lead purposeful and fulfilling lives in a global society by providing the highest-quality education through experiential, collaborative and discovery-based learning.",54850,35700,1104,0
University of New Mexico-Main Campus,"Albuquerque, NM","The mission of the University of New Mexico is to serve as New Mexico's flagship institution of higher learning through demonstrated and growing excellence in teaching, research, patient care, and community service.",21750,6664,3346,0
University of Northwestern Ohio,"Lima, OH","The University of Northwestern Ohio is an entrepreneurial, not-for-profit institution of higher learning, preparing students for careers and productive citizenship that encompass the business, professional, corporate and technological communities by providing quality education and training in response to the needs and aspirations of our constituents.",22890,9622,990,0
University of Pittsburgh-Bradford,"Bradford, PA","Founded in 1963 as a regional campus of the University of Pittsburgh and set in the heart of the scenic Alleghenies, the University of Pittsburgh at Bradford provides affordable access to a distinguished four-year higher education. Pitt-Bradford offers high-quality teaching supported by the resources of a world-class research university in a friendly, inclusive and student-focused academic environment.  In service to our region and the Commonwealth of Pennsylvania, Pitt-Bradford connects communities to new ideas, innovative research and exciting arts and cultural programming, partnering with key stakeholders to build opportunities for continued regional development and growth.",27588,12688,379,0
University of Pittsburgh-Greensburg,"Greensburg, PA","The University of Pittsburgh at Greensburg is a baccalaureate degree-granting unit and regional campus of the University of Pittsburgh.  As an integral part of a state-related institution, the Greensburg Campus provides educational opportunities to both traditional and nontraditional students through curricular and co-curricular experiences that are focused primarily on the arts and sciences and some selected professional or pre-professional programs that are grounded in traditional liberal arts disciplines. As an undergraduate school within the broader University, Pitt-Greensburg's faculty places primary emphasis on teaching excellence while maintaining a commitment to scholarship and public service. A common part of the undergraduate educational experience is acquiring a certain depth and breadth of knowledge in a specific discipline or area that defines a student's major focus of study.  Equally important is the opportunity for each student to acquire the fundamentals of a liberal arts and sciences education.  The University of Pittsburgh at Greensburg is committed to a General Education Program that will give its students a broader understanding of the human experience and the fundamental skills necessary for academic success and learning throughout their lifetimes.   Pitt-Greensburg recognizes that good citizenship, civic leadership, and full participation in an information-based, global society are a function of educational excellence.  Accordingly, in all curricular and co-curricular matters, including its unique academic village structure, the Greensburg Campus fulfills its mission by providing its students with opportunities to develop leadership, a sense of civic engagement and public service, global awareness, and a commitment to academic excellence.",28794,12688,461,0
University of Pittsburgh-Johnstown,"Johnstown, PA","To offer a high quality educational experience in a supportive living-learning environment, that is grounded in the liberal arts and sciences, that is current, and that is responsive to both our students' personal and professional needs and to our communities' needs.",28200,12688,687,0
University of Pittsburgh-Pittsburgh Campus,"Pittsburgh, PA","The University of Pittsburgh, founded in 1787, is one of the oldest institutions of higher education in the United States. As one of the nation's distinguished comprehensive universities, the resources of the University constitute an invaluable asset for the intellectual, economic, and social enrichment of Pennsylvania, while the international prestige of the University enhances the image of Pennsylvania throughout the world.    The University's mission is to:	  Provide high-quality undergraduate programs in the arts and sciences and professional fields, with emphasis upon those of special benefit to the citizens of Pennsylvania.  Offer superior graduate programs in the arts and sciences and the professions that respond to the needs of Pennsylvania, as well as to the broader needs of the nation and the world.  Engage in research, artistic, and scholarly activities that advance learning through the extension of the frontiers of knowledge and creative endeavor.  Cooperate with industrial and governmental institutions to transfer knowledge in science, technology, and health care.  Offer continuing education programs adapted to the personal enrichment, professional upgrading, and career advancement interests and needs of adult Pennsylvanians.  Make available to local communities and public agencies the expertise of the University in ways that are consistent with the primary teaching and research functions and contribute to social, intellectual, and economic development in the Commonwealth, the nation, and the world.   The trustees, faculty, staff, students, and administration of the University are dedicated to accomplishing this mission, to which they pledge their individual and collective efforts, determined that the University shall continue to be counted among the prominent institutions of higher education throughout the world.",32782,17688,3782,1
University of Pittsburgh-Titusville,"Titusville, PA","The University of Pittsburgh at Titusville, a degree-granting, regional campus of the University of Pittsburgh, provides students with a quality educational experience offered in a supportive environment conducive to learning, self-discipline, and mutual respect. UPT combines the advantages of a small college with the resources of an internationally respected institution by: Offering an excellent undergraduate curriculum in the liberal arts and sciences and professional programs with an emphasis on personalized attention to students;   Providing a full range of associate degrees that serve as entry level access to a variety of professions or as prerequisites to baccalaureate programs;  Providing a point of access to the instructional and research facilities of the University of Pittsburgh for northwest Pennsylvania;  and Serving as an educational, cultural and economic resource for northwest Pennsylvania.  UPT core values include:  the Teacher-Student Relationship, Civility, Community, Competence, Diversity, Integrity, Mutual Respect, Quality, Service, and Tolerance.",27466,10958,113,0
University of Richmond,"University of Richmond, VA","The mission of the University of Richmond is to sustain a collaborative learning and research community that supports the personal development of its members and the creation of new knowledge. A Richmond education prepares students to live lives of purpose, thoughtful inquiry, and responsible leadership in a global and pluralistic society.",63040,49420,733,0
University of Rochester,"Rochester, NY","Learn, Discover, Heal, Create - And Make the World Ever Better.",67722,49260,1018,0
University of Saint Mary,"Leavenworth, KS",The University of Saint Mary educates students of diverse backgrounds to realize their God-given potential and prepares them for value-centered lives and careers that contribute to the well being of our global society.,39043,25900,122,0
University of San Diego,"San Diego, CA","The University of San Diego is a Roman Catholic institution committed to advancing academic excellence, expanding liberal and professional knowledge, creating a diverse and inclusive community and preparing leaders who are dedicated to ethical conduct and compassionate service.",63410,45540,1069,0
University of Scranton,"Scranton, PA",The University of Scranton is a Catholic and Jesuit university animated by the spiritual vision and the tradition of excellence characteristic of the Society of Jesus and those who share its way of proceeding.  The University is a community dedicated to the freedom of inquiry and personal development fundamental to the growth in wisdom and integrity of all who share its life.,59594,41762,997,0
University of Sioux Falls,"Sioux Falls, SD","The University of Sioux Falls, a Christian University in the liberal arts tradition, educates students in the humanities, sciences and professions. The traditional motto of the University is Culture for Service, that is, we seek to foster academic excellence and the development of mature Christian persons, for service to God and humankind in the world.  Through programs in the humanities, sciences and professions, the University helps students grow intellectually, discern truth, and develop a Christian worldview. As a Christian institution, the University of Sioux Falls fosters, in all members of its community, the development of emotional maturity, physical well-being, interpersonal skills and values, which reflect the character and teachings of Christ.  The University of Sioux Falls is committed to the Lordship of Jesus Christ and to the integration of biblical faith and learning; it affirms that Christians are called to share their faith with others through lives of service.",38785,27160,276,0
University of Southern Indiana,"Evansville, IN","USI is an engaged learning community advancing education and knowledge, enhancing civic and cultural awareness, and fostering partnerships though comprehensive outreach programs.  We prepare individuals to live wisely in a diverse and global community.",19943,7104,1669,0
University of Utah,"Salt Lake City, UT","THE UNIVERSITY OF UTAH MISSION STATEMENT The University of Utah fosters student success by preparing students from diverse backgrounds for lives of impact as leaders and citizens. We generate and share new knowledge, discoveries, and innovations, and we engage local and global communities to promote education, health, and quality of life. These contributions, in addition to responsible stewardship of our intellectual, physical, and financial resources, ensure the long-term success and viability of the institution.",22834,7408,3430,0
University of Vermont,"Burlington, VT","To create, evaluate, share, and apply knowledge and to prepare students to be accountable leaders who will bring to their work dedication to the global community, a grasp of complexity, effective problem-solving and academic skills, and an enduring commitment to learning and ethical conduct.",31960,15096,2068,0
University of Wisconsin-Superior,"Superior, WI",The University of Wisconsin-Superior fosters intellectual growth and career preparation within a liberal arts tradition that emphasizes individual attention and embodies respect for diverse cultures and multiple voices.,19258,6535,326,0
Uta Mesivta of Kiryas Joel,"Monroe, NY","The mission of the institution is to provide higher education founded on classical Jewish learning. Its curriculum emphasizes the study of Tlamud,Halacha and Hashkofa in order to prepare students for a richer more meaningful more intelligent and fulfilling life.",21100,10500,282,0
Valley City State University,"Valley City, ND","Valley City State University is a public, regional university offering exceptional programs in an active, learner-centered community that promotes meaningful scholarship, ethical service, and the skilled use of technology.  As an important knowledge resource, the University offers programs and outreach that enrich the quality of life in North Dakota and beyond. Through flexible, accessible, and innovative baccalaureate and master's programs, VCSU prepares students to succeed as educators, leaders, and engaged citizens in an increasingly complex and diverse society.",18206,5282,178,0
Valor Christian College,"Canal Winchester, OH","Valor Christian College is a biblical based community of higher learning called to educate and equip Christian leaders in academic excellence, moral integrity, spiritual intensity and physical purity, to be agents of change and models of character and to serve Christ professionally in the advancement of His kingdom.",14125,4020,46,0
Vanguard University of Southern California,"Costa Mesa, CA",The mission of Vanguard University is to equip each student for a Spirit-empowered life of Christ-centered leadership and service. Vanguard pursues its mission by cultivating the Spirit-empowered life in Christian experience and service; promoting academic excellence that integrates faith and life; providing professor-mentors in a dynamic community environment.,45340,30980,411,0
Vermilion Community College,"Ely, MN","Vermilion Community College educates people from all walks of life to become well-rounded, ethical citizens prepared to work, live, and learn in a changing world, especially the natural world that surrounds us.",15682,4682,183,0
Vermont Technical College,"Randolph, VT","Vermont Tech is an integral and unique institution within the state of Vermont and the Vermont State Colleges offering career-focused, technical education in specialized areas of study related to agriculture, applied sciences, business, engineering, health science, and sustainability. The college offers bachelor’s and associate degrees, certificates, and continuing education.  Vermont Tech prepares students for immediate success and productivity in the workforce, continuing formal education, and lifelong learning.",26664,12960,215,0
Vincennes University,"Vincennes, IN","Vincennes University, Indiana's first college, is the State's premier transfer institution and leader in innovative career programming.  The VU community ensures educational access, delivers proven associate and baccalaureate programs, and offers cultural opportunities and community services in a diverse, student-centered, collegiate environment.",19035,5122,2605,1
Virginia Union University,"Richmond, VA","Virginia Union University is nourished by its African American and Christian heritage and energized by a commitment to excellence and diversity.   Its mission is to: 1. Provide a nurturing intellectually challenging and spiritually enriching environment for learning; 2. Empower students to develop strong moral values for success; and 3. Develop scholars, leaders, and lifelong learners of a global society.  To accomplish this mission, Virginia Union University offers a broad range of educational opportunities that advance liberal arts education, teaching, research, science, technology, continuing education, civic engagement, and international experiences.",30386,15152,368,0
Visible Music College,"Memphis, TN","VISIBLE MUSIC COLLEGE trains and equips musicians, technicians, and business professionals in skill and character, with accredited degrees, for effective service in the music industry and in the Church.",29500,19500,25,0
Viterbo University,"La Crosse, WI",The Viterbo University community prepares students for faithful service and ethical leadership.,38160,25460,318,0
Waldorf University,"Forest City, IA",Waldorf College's mission is to educate the whole person emphasizing integrity and equipping students to succeed and to serve the communities where they live and work.,33100,20160,135,0
Warner University,"Lake Wales, FL","The mission of Warner University is to graduate individuals who exemplify academic excellence and Christian character, who are prepared to lead and committed to serve.",33316,20112,178,0
Washington Adventist University,"Takoma Park, MD",Statement of Mission  Washington Adventist University is a learning community committed to the Seventh-day Adventist Christian vision of excellence and service.  This cosmopolitan institution challenges students to seize the opportunities for learning in the nation's capital in order to become moral leaders in communities throughout the world.,34630,21800,79,0
Washington University in St Louis,"Saint Louis, MO","Washington University's mission is to discover and disseminate knowledge, and protect the freedom of inquiry through research, teaching, and learning. Washington University creates an environment to encourage and support an ethos of wide-ranging exploration. Washington University's faculty and staff strive to enhance the lives and livelihoods of students, the people of the greater St. Louis community, the country, and the world.  Central to our mission are our goals, which are to welcome students, faculty, and staff from all backgrounds to create an inclusive community that is welcoming, nurturing, and intellectually rigorous; to foster excellence in our teaching, research, scholarship, and service; to prepare students with attitudes, skills, and habits of lifelong learning and leadership thereby enabling them to be productive members of a global society; and to be an institution that excels by its accomplishments in our home community, St. Louis, as well as in the nation and the world.  Through our goals, Washington University intends to judge itself by the most exacting standards; to attract people of great ability from diverse backgrounds; to encourage faculty and students to be bold, independent, and creative thinkers; to provide an exemplary, respectful, and responsive environment for living, teaching, learning, and working for present and future generations; and to focus on meaningful measurable results for all of our endeavors.",69754,48950,1646,0
Wayne State College,"Wayne, NE","Wayne State College is a comprehensive institution of higher education dedicated to freedom of inquiry, excellence in teaching and learning, and regional service and development. Offering affordable undergraduate and graduate programs, the College prepares students for careers, advanced study and civic involvement. The College is committed to faculty-staff-student interaction, public service and diversity within a friendly and collegial campus community.",17464,4800,578,0
Webster University,"Saint Louis, MO","Webster University, a worldwide institution, ensures high quality learning experiences that transform students for global citizenship and individual excellence.",44054,26100,455,0
Wentworth Military Academy and College,"Lexington, MO","The mission of Wentworth Military Academy and College is to provide the environment and resources necessary for its students to develop their potential in academics, leadership, physical well-being, moral character, and self-discipline so they become productive citizens in a diverse, global society.",32630,15500,133,0
West Virginia State University,"Institute, WV","Founded in 1891, West Virginia State University is a public, land-grant, historically black university, which has evolved into a fully accessible, racially integrated, and multi-generational institution. The University, “a living laboratory of human relations,” is a community of students, staff, and faculty committed to academic growth, service, and preservation of the racial and cultural diversity of the institution. Its mission is to meet higher education and economic development needs of the state and region through innovative teaching and applied research.  The undergraduate education at the University offers comprehensive and distinguished baccalaureate programs in business, liberal arts, professional studies, sciences and social sciences. The University provides master’s degrees and other opportunities for graduate education.   West Virginia State University offers flexible course schedules in traditional classrooms, in non-traditional settings, and online. With the goal of improving the quality of our students’ lives, as well as the quality of life for West Virginia’s citizens, the University forges mutually beneficial relationships with other educational institutions, businesses, cultural organizations, governmental agencies, and agricultural and extension partners.  The following values guide our decisions and behavior: academic excellence; academic freedom; advancement of knowledge through teaching, research, scholarship, creative endeavor and community service; a core of student learning that includes effective communication, understanding and analysis of the interconnections of knowledge, and responsibility for one's own learning; lifelong growth, development and achievement of our students; development of human capacities for integrity, compassion and citizenship; our rich and diverse heritage; personal and professional development of our faculty and staff; and accountability through shared responsibility and continuous improvement.",22019,6996,409,0
Western Illinois University,"Macomb, IL","Western Illinois University empowers students, faculty, and staff to lead dynamic and diverse communities. We provide student-centered undergraduate and graduate programs characterized by innovative teaching, research, and service, grounded in interdisciplinary, regional and global perspectives. We engage our students in educational opportunities guided by a professional and diverse faculty and staff in collaboration with alumni and community partners.",25045,8596,1513,0
Western Kentucky University,"Bowling Green, KY","Western Kentucky University (WKU) prepares students of all backgrounds to be productive, engaged, and socially responsible citizen-leaders of a global society. The University provides research, service and lifelong learning opportunities for its students, faculty, and other constituents. WKU enriches the quality of life for those within its reach.",20522,9912,3127,1
Western Technical College,"La Crosse, WI","Western Technical College provides relevant, high quality education, in a collaborative and sustainable environment, that changes the lives of students and grows our communities.",15116,3476,1056,0
Westmont College,"Santa Barbara, CA","Westmont College is an undergraduate, residential, Christian, liberal arts community serving God's kingdom by cultivating thoughtful scholars, grateful servants and faithful leaders for global engagement with the academy, church and world.",59410,41850,329,0
Wiley College,"Marshall, TX","MISSION STATEMENT  Wiley College, founded in 1873 in Marshall, Texas, is a historically black, primarily liberal arts, residential, co-educational, baccalaureate degree-granting institution affiliated with The United Methodist Church.  Committed to the principle of educational access, the College serves traditional and non-traditional students from diverse backgrounds who have expressed a desire and potential for learning in a Christian environment. The College, in fulfilling its basic purpose of providing a liberal arts education with a global focus, endeavors to provide an intellectually stimulating environment, promoting student competencies in communication, as well as, critical and analytical thinking. The College also supports spiritual, ethical, moral, and leadership development. To achieve these superordinate goals, the College promotes an atmosphere of academic freedom and employs a faculty committed to excellence and innovation in teaching, advising, and scholarship. The faculty provides a rigorous curriculum for preparing graduates for professional or graduate studies and/or productive careers in traditional and emerging career fields.  Wiley College is committed to shared governance and exemplary stewardship of its resources. The College employs innovative techniques and strategic planning in all its administrative processes, using cutting-edge technology in the delivery of services to its clientele. Acknowledging its covenant relationship with The United Methodist Church, the College affirms the ideal of social responsibility and seeks to contribute to the welfare and revitalization of its community.  (Approved by the Wiley College Board of Trustees July 15, 2011.)",23300,9708,222,0
William Carey University,"Hattiesburg, MS","As a Christian university which embraces its Baptist heritage and namesake, William Carey University provides quality educational programs, within a caring Christian academic community, which challenge the individual student to excel in scholarship, leadership, and service in a diverse global society.",26985,10800,181,0
William Jewell College,"Liberty, MO","William Jewell College promises students an outstanding liberal arts education that cultivates leadership, service, and spiritual growth within a community inspired by Christian ideals and committed to open, rigorous intellectual pursuits.",46610,32247,238,0
William Peace University,"Raleigh, NC","Our mission is to prepare students for careers in the organizations of tomorrow. Rooted in the liberal arts tradition, the student develops an appreciation for life-long learning, a focus on meaningful careers, and skills for ethical citizenship.",41960,26880,200,0
Wingate University,"Wingate, NC","The mission of Wingate University is to develop educated, ethical and productive global citizens. Following its Judeo-Christian heritage, the university seeks to cultivate the following in its students: Knowledge, Faith and Service.",43900,29170,604,0
Word of Life Bible Institute,"Pottersville, NY",Our purpose is to educate each student in the Word of God within a rigorous academic and structured discipleship atmosphere preparing them to live a life of maximum effectiveness and excellence for the glory of God.,17450,8360,319,0
Xavier University,"Cincinnati, OH","Xavier is a Jesuit Catholic university rooted in the liberal arts tradition. Our mission is to educate each student intellectually, morally, and spiritually. We create learning opportunities through rigorous academic and professional programs integrated with co-curricular engagement. In an inclusive environment of open and free inquiry, we prepare students for a world that is increasingly diverse, complex and interdependent. Driven by our commitment to the common good and to the education of the whole person, the Xavier community challenges and supports students as they cultivate lives of reflection, compassion and informed action.",50880,35920,1086,0
